Animal Name,Exposure Endpoint Type,Endpoint Value,Endpoint Description,Range,Units,Error,Sex,Life Cycle Stage,Location,Sample Size,Type
Canis latrans,Population Density,,range of minimum and maximum densities over 3 yrs,4 - 60,,,Not Reported,Not Reported,"Rochester, Alberta",Not Reported,Exposure Factor Datasets
Canis latrans,Time of Migration or Dispersal,Oct.,dispersal,,,,Both Male and Female,Juvenile,"Rochester, Alberta",Not Reported,Exposure Factor Datasets
Canis latrans,Clutch or Litter Size,5.3,,1 - 8,,,Female,Adult,"Rochester, Alberta",26,Exposure Factor Datasets
Canis latrans,Longevity,,oldest female and male,11.5 - 13.5,,,Both Male and Female,Adult,"Rochester, Alberta",Not Reported,Exposure Factor Datasets
Canis latrans,Survival/ Mortality,71,mortality rate,,,,Both Male and Female,Juvenile,"Rochester, Alberta",Not Reported,Exposure Factor Datasets
Canis latrans,Survival/ Mortality,,mortality rate,36 - 42,,,Not Reported,Adult,"Rochester, Alberta",Not Reported,Exposure Factor Datasets
Canis latrans,Dietary Composition,large mammals (44%); mice (22%); snowshoe hare (3%); birds (11%); vegetation (7%); misc. (3%),"% volume, determined from stomach contents",,,,Not Reported,Not Reported,"Rochester, Alberta",344,Exposure Factor Datasets
Canis latrans,Home Range,14.6,mean distance moved by coyotes marked in 1964-1968 and relocated by 1976,,,4.2 SE,Both Male and Female,Pup,"Rochester, Alberta",28,Exposure Factor Datasets
Melospiza melodia,Longevity,6,,,,,Male,"Chick, Not Reported",Mandarte island,2 males out of  51 male and female; 7 year study,Exposure Factor Datasets
Melospiza melodia,Clutch or Litter Size,11.1,,,,0.76,Female,Adult,Mandarte Island,79 females,Exposure Factor Datasets
Melospiza melodia,Clutch or Litter Size,10.1,,,,0.97,Female,"Adult, Both Adults and Juveniles",Mandarte Island,96 males,Exposure Factor Datasets
Melospiza melodia,Clutches or Litters per year,2,,,,,Both Male and Female,Adult,,Not Reported,Exposure Factor Datasets
Melospiza melodia,Clutch or Litter Size,2.41,brood size with supplemental food,,,0.17,Not Reported,Chick,Mandarte island,34 nests,Exposure Factor Datasets
Melospiza melodia,Clutch or Litter Size,1.64,no supplemental food,,,0.13,Not Reported,Chick,Mandarte Island,44 nests,Exposure Factor Datasets
Melospiza melodia,Survival/ Mortality,3.87,young raised to independence,young/pair,,0.68 SE,Not Reported,Fledgling,Mandarte Island,34 nests,Exposure Factor Datasets
Melospiza melodia,Survival/ Mortality,0.98,young raised to independence,,,0.17,Not Reported,Chick,Mandarte Island,34 nests,Exposure Factor Datasets
Melospiza melodia,Body Weight - Mean,16.69,with supplemental food at d 6,,,,Not Reported,Chick,,31,Exposure Factor Datasets
Melospiza melodia,Body Weight - Mean,15.43,without suppl. food d 6,,,,Not Reported,Chick,,44,Exposure Factor Datasets
Melospiza melodia,Body Weight - Mean,,with & without supplemental food,22.1-22.9,,,Female,Adult,,27,Exposure Factor Datasets
Melospiza melodia,Body Weight - Mean,,with & without suppl. food,24.2-24.7,,,Male,Adult,,23,Exposure Factor Datasets
Canis latrans,Home Range,29.3,mean distance moved by coyotes marked in 1964-1968 and relocated by 1976,,,8.9 SE,Both Male and Female,Juvenile,"Rochester, Alberta",22,Exposure Factor Datasets
Canis latrans,Home Range,6.0,mean distance moved by coyotes marked in 1964-1968 and relocated by 1976,,,1.6 SE,Both Male and Female,Adult,"Rochester, Alberta",18,Exposure Factor Datasets
Canis latrans,"Age at Fledging, Metamorphosis, Weaning",,,4 - 5,,,Both Male and Female,Juvenile,,4,Exposure Factor Datasets
Canis latrans,Dietary Composition,rabbits (70.6%); livestock (14.0%); mice (10.5%); birds (4.2%),"% volume of principal foods in stomachs, body weight range 14.5 - 37.0 lbs",,,,Both Male and Female,Not Reported,,151,Exposure Factor Datasets
Canis latrans,Dietary Composition,plant foods (29.2%); rabbits (27.6%); mice and rats (24.6%); livestock (7.4%),% volume of principal foods in scats,,,,Both Male and Female,Not Reported,,147,Exposure Factor Datasets
Canis latrans,Longevity,6,maximum age in field,,,,Both Male and Female,Adult,,Not Reported,Exposure Factor Datasets
Canis latrans,Population Density,1,greatest density,,,,Both Male and Female,Not Reported,,Not Reported,Exposure Factor Datasets
Canis latrans,Dietary Composition,white-tailed deer (56.1%); mouse/vole (14.8%): cottontail rabbit (9.4%); woodchuck (10.6%); squirrel (5.2%); raccoon (5.2%);  porcupine (2.9%); unidentified mammal hair (18.4%); feathers (10.3%); insects (18.1%); grass/sedge (35.5%); leaf fragments (15.2%); twigs/bark (6.4%); seeds/fruit (15.8%); other plants (2.9%); manmade materials (2.3%),% frequence of occurrence of major (>2%) food items in scats,,,,Not Reported,Not Reported,"northcentral, southcentral and northeast regions",310 scats,Exposure Factor Datasets
Ensatina eschscholtzii,Body Weight - Mean,0.26,,0.05 - 0.49,,,Not Reported,Juvenile,"Portland, Multnomah County",23,Exposure Factor Datasets
Ensatina eschscholtzii,Body Weight - Mean,1.60,,0.70 - 3.28,,,Both Male and Female,Juvenile,"Portland, Multnomah County",37,Exposure Factor Datasets
Ensatina eschscholtzii,Body Weight - Mean,4.30,,2.58 - 5.08,,,Female,Adult,"Portland, Multnomah County",11,Exposure Factor Datasets
Ensatina eschscholtzii,Body Weight - Mean,2.80,,1.45 - 5.80,,,Male,Adult,"Portland, Multnomah County",19,Exposure Factor Datasets
Ensatina eschscholtzii,Dietary Composition,Crustacea (1); Arachnida (19); Diplopoda (5); Chilopoda (3); Hexapoda (32),number of each item in stomach contents,,,,Both Male and Female,Both Adults and Juveniles,"Portland, Multnomah County",21,Exposure Factor Datasets
Melospiza melodia,Population Density,7.8,median density; 10 fold fluctuation over 15 yr period,,,,Female,Not Reported,Mandarte island,19 years,Exposure Factor Datasets
Melospiza melodia,Time of Mating/ Laying,Mar-July,,,,,Both Male and Female,Not Reported,Mandarte island,15  years,Exposure Factor Datasets
Melospiza melodia,Duration of Incubation or Gestation,13,for clutches with 1-5 eggs,,,,Both Male and Female,Not Reported,Mandarte island,15 years,Exposure Factor Datasets
Melospiza melodia,"Age at Fledging, Metamorphosis, Weaning",,,9-11,,,Both Male and Female,Fledgling,Mandarte island,15 years,Exposure Factor Datasets
Melospiza melodia,Survival/ Mortality,45,annual survival rates of adult song sparrows at Point Reyes,,,,Both Male and Female,Adult,Point Reyes National Seashore,539 birds,Exposure Factor Datasets
Melospiza melodia,Survival/ Mortality,20,known minimum survival rates of juveniles; 1966-69,,,,Both Male and Female,Juvenile,Point Reyes National Seashore,nr,Exposure Factor Datasets
Melospiza melodia,Home Range,125,median,,,,Male,Adult,Point Reyes National Seashore,nr,Exposure Factor Datasets
Melospiza melodia,Home Range,162,median,,,,Female,Adult,Point Reyes National Seashore,nr,Exposure Factor Datasets
Melospiza melodia,"Age at Fledging, Metamorphosis, Weaning",30,,,,,Not Reported,Fledgling,Mandarte island,Not Reported,Exposure Factor Datasets
Melospiza melodia,Clutches or Litters per year,2-3,,,,,Not Reported,Adult,Mandarte island,Not Reported,Exposure Factor Datasets
Melospiza melodia,"Age at Fledging, Metamorphosis, Weaning",17,,,,,Both Male and Female,Fledgling,Mandarte island,16 pairs with suppl. food,Exposure Factor Datasets
Melospiza melodia,Clutch or Litter Size,3.31,suppl. food,,,0.11 SE,Both Male and Female,Adult,Mandarte island,16 pairs with suppl. food,Exposure Factor Datasets
Melospiza melodia,Clutch or Litter Size,2.77,no suppl. food,,,0.15 SE,Both Male and Female,Adult,Mandarte island,56  pairs without suppl. food,Exposure Factor Datasets
Melospiza melodia,Body Weight - Mean,3.08,egg mass; no difference between fed and non-fed fenales,2.2-3.75,,,Female,Adult,Mandarte island,15 fed and 34 non-fed females,Exposure Factor Datasets
Melospiza melodia,Survival/ Mortality,83,suppl. food; fledgling surviving to independence,,,,Both Male and Female,Fledgling,Mandarte island,13 pairs with suppl. food,Exposure Factor Datasets
Melospiza melodia,Survival/ Mortality,73,survival; no suppl. food; survival fledgling to independence,,,,Both Male and Female,Fledgling,Mandarte island,29 pairs without suppl. food,Exposure Factor Datasets
Melospiza melodia,Body Weight - Mean,4.2,mean mass of nestlings 1 d old; no addtn. food,,,0.17 SE,Not Reported,Nestling,Mandarte island,14 nestlings,Exposure Factor Datasets
Melospiza melodia,Body Weight - Mean,15.55,mean mass of nestlings 6 d old; no suppl. food,,,0.31 SE,Not Reported,Nestling,Mandarte island,60 nestlings,Exposure Factor Datasets
Melospiza melodia,Body Weight - Mean,4.43,mean mass of nestlings with suppl. food 1 d old;,,,0.31 SE,Not Reported,Nestling,Mandarte island,13 nestlings,Exposure Factor Datasets
Melospiza melodia,Body Weight - Mean,16.81,mean mass of nestlings with suppl. food 6 d old,,,0.3 SE,Not Reported,Nestling,Mandarte island,48 nestlings,Exposure Factor Datasets
Melospiza melodia,Body Weight - Mean,24.75,over 90 wks,,,2.1 SE,Female,Adult,Mandarte Island,2 birds,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Duration of Incubation or Gestation,28,,,,,Both Male and Female,Adult,"captured in Rago, Kansas",3 litters,Exposure Factor Datasets
Sylvilagus audubonii,Population Density,6.6,,,,5.4 - 7.8 (95% CL),Not Reported,Not Reported,Pawnee National Grasslands,31,Exposure Factor Datasets
,Body Weight - Mean,25.51,over 90 weeks old,,,0.48 SE,,,Mandarte Island,11 birds,Exposure Factor Datasets
Mephitis mephitis,Home Range,308,,,,170 SD,Male,Not Reported,"Walum, ND",15 males,Exposure Factor Datasets
Mephitis mephitis,Home Range,242,,,,119 SD,Female,Not Reported,"Walum, ND",24 animals,Exposure Factor Datasets
Zenaida macroura,Age at Sexual Maturity,year of hatching,"age of earliest sexual maturity, based on gonad sizes and breeding behaviors",,,,Both Male and Female,Juvenile,near Tuscon,"75 males, 66 females",Exposure Factor Datasets
Zenaida macroura,Hatching Success,55.2%,percent of nests in which at least one egg hatched,,,,Both Male and Female,Adult,near Bakersfield,335 nest attempts,Exposure Factor Datasets
Zenaida macroura,Hatching Success,67.1%,percent of eggs laid that hatched,,,,Not Reported,Hatchling,near Bakersfield,Not Reported,Exposure Factor Datasets
Zenaida macroura,Fledging or Weaning Rate,1.87,average number of fledglings per successful nest,,,,Not Reported,Fledgling,near Bakersfield,185 successful nests,Exposure Factor Datasets
Zenaida macroura,Time of Nesting,Mar-Sep,period from beginning to end of nesting,,,,Both Male and Female,Adult,near Bakersfield,335 nest attempts,Exposure Factor Datasets
Zenaida macroura,Population Density,21.7,average number of birds per 100 miles of survey route,,,,Not Reported,Not Reported,near Bakersfield,1000 mi surveyed/mo,Exposure Factor Datasets
Zenaida macroura,Age at Sexual Maturity,80,age at which birds became capable of breeding,,,,Male,Yearling,,79 birds,Exposure Factor Datasets
Zenaida macroura,Age at Sexual Maturity,93,age at which birds became capable of breeding,,,,Female,Yearling,,91 birds,Exposure Factor Datasets
Zenaida macroura,Food Ingestion Rate,16.1%,daily food ingestion as percent of body weight,7.8-24.1,,,Not Reported,Not Reported,,22 birds,Exposure Factor Datasets
Zenaida macroura,Dietary Composition,"seeds (96.1%), green vegetation (1.1%), insects (2.8%)",percent of diet by volume based on crop analysis,,,,Not Reported,Not Reported,New Mexico State University Ranch,38 birds,Exposure Factor Datasets
Zenaida macroura,Dietary Composition,"seeds (99.9%), green vegetation (0.1%)",percent of diet by volume based on crop analysis,,,,Not Reported,Not Reported,New Mexico State University Ranch,42 birds,Exposure Factor Datasets
Zenaida macroura,Population Density,250-330,density of breeding pairs,,,,Both Male and Female,Adult,"Lewis, Cass County",220 acres,Exposure Factor Datasets
Zenaida macroura,Clutches or Litters per year,5.85-5.98,average number of nest attempts by individual pairs,,,,Both Male and Female,Adult,"Lewis, Cass County",1108-1443 nests/year,Exposure Factor Datasets
Zenaida macroura,Fledging or Weaning Rate,1.8,average number of fledglings produced per successful nest,,,,Not Reported,Fledgling,"Lewis, Cass County",1108-1443 nests/year,Exposure Factor Datasets
Zenaida macroura,Survival/ Mortality,13.7%,percent of young hatched that did not survive to fledging,,,,Not Reported,Hatchling,"Lewis, Cass County",3580 hatchlings,Exposure Factor Datasets
Zenaida macroura,Clutch or Litter Size,2,average clutch size,,,,Female,Adult,near Auburn,592 clutches,Exposure Factor Datasets
Zenaida macroura,Duration of Incubation or Gestation,14,,,,,Not Reported,Embryo,near Auburn,5 cases,Exposure Factor Datasets
Zenaida macroura,Hatching Success,226 (both eggs); 56 (one egg),number of nests in which one or both eggs hatched,,,,Not Reported,Hatchling,near Auburn,592 nests,Exposure Factor Datasets
Zenaida macroura,"Age at Fledging, Metamorphosis, Weaning",,,11-13,,,Not Reported,Fledgling,near Auburn,136 nests,Exposure Factor Datasets
Zenaida macroura,Foraging Distance,,distance flown from night roosts to feeding sites,3-12,,,Not Reported,Not Reported,Jackson County (elev. 430 m),Not Reported,Exposure Factor Datasets
Zenaida macroura,Dietary Composition,"haygrazer (15-96%), wheat (trace-31%), pricklepoppy (trace-19%), panic grass (trace-33%), maize (3-76%), pigweed (trace-14%), sunflower (trace-10%), spurge (trace-17%), wild bean (trace-44%), others (1-6%)",percent consumption by weight of 9 most frequently eaten foods (range over 7 months),,,,Not Reported,Not Reported,Jackson County (elev. 430 m),Not Reported,Exposure Factor Datasets
Zenaida macroura,Body Weight - Mean,114.3,mean body weight,,,3.3 SE,Female,Juvenile,,5 birds,Exposure Factor Datasets
Zenaida macroura,Age at Sexual Maturity,93,age at which birds were judged capable of reproduction,,,,Female,Juvenile,,58 birds,Exposure Factor Datasets
Zenaida macroura,Food Ingestion Rate,71,intake based on analysis of crop contents,,,66.6-75.4 95% CI,Not Reported,Adult,"captured in Grand Forks County, ND",120 birds,Exposure Factor Datasets
Zenaida macroura,Dietary Composition,"green foxtail (39.8%), yellow foxtail (21.4%), wheat (19.6%), black bindweed (5.1%), maize (4.7%), proso millet (3.0%), flax (2.0%), field mustard (1.6%), lamb's quarters (1.2%)",percent occurrence in diet by weight,,,,Not Reported,Adult,"captured in Grand Forks County, ND",120 birds,Exposure Factor Datasets
Zenaida macroura,Body Weight - Mean,108,average body weight,91-144,,14.7,Not Reported,Not Reported,captured in Santa Monica Mountains,11 birds,Exposure Factor Datasets
Zenaida macroura,Water Ingestion Rate,6.9,daily ad libitum water consumption of captive birds as percent of body weight,,,0.9,Not Reported,Not Reported,captured in Santa Monica Mountains,11 birds,Exposure Factor Datasets
Zenaida macroura,Body Weight - Mean,7.7,average body weight,,,,Not Reported,Hatchling,"near Orondo, Douglas County",15 nests,Exposure Factor Datasets
Zenaida macroura,Body Weight - Mean,79.0,average body weight,,,,Not Reported,Fledgling,"near Orondo, Douglas County",15 nests,Exposure Factor Datasets
Zenaida macroura,Dietary Composition,"halogeton (22.0% +/- 33.9), pigweed (3.9% +/- 13.5), common vetch (4.1% +/-17.9), Indian ricegrass (26.1% +/- 37.6), collomia(6.7% +/- 21.6), barnyard grass (0.3% +/- 5.0), gromwell (0.4% +/- 3.7), wheat (13.2% +/- 29.9), oats (0.6% +/- 4.2), cottonwood (1.6% +/- 11.6), other species (1.7% +/- 7.9), grit (13.9% +/- 23.9)",percent occurrence by mass in crop contents (mean +/- SD),,,,Not Reported,Not Reported,Idaho National Engineering Laboratory,223 birds,Exposure Factor Datasets
Anas platyrhynchos,Body Weight - Mean,379,,,,7 SE,Not Reported,Juvenile,,10,Exposure Factor Datasets
Anas platyrhynchos,Food Ingestion Rate,,food consumption rate for average body weight of 1.23 kg,115 - 130,,,Female,Adult,,18,Exposure Factor Datasets
Anas platyrhynchos,Dietary Composition,snails (7%); beetle (2.3%); duckweed (14.1%); pondweed (23.2%); water lily (7.0%); bulrush (9.3%); smartweed (25.5%); Ammiaceae (11.6%),% occurrence in gizzard contents,,,,Not Reported,Not Reported,"Sandusky Bay, Port Clinton",36,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Water Ingestion Rate,1.74,daily water ingestion at ambient temperature of 21C,1.66 - 1.98,,,Both Male and Female,Adult,,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Water Ingestion Rate,3.78,daily water ingestion at ambient temperature of 21C,,,,Female,Adult,,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Water Ingestion Rate,0.126,total daily  water intake (water drunk + water in food) at 21C,,,,Both Male and Female,Adult,,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Food Ingestion Rate,0.552,daily food ingestion at an ambient temperature of 21C,,,,Both Male and Female,Adult,,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Food Ingestion Rate,1.205,daily food ingestion at an ambient temperature of 21C,,,,Both Male and Female,Juvenile,,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Body Weight - Mean,,,12.0 - 16.6,,,Both Male and Female,Adult,,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,see citation,figure of body weight vs age for 7 subspecies of Peromyscus,,,,Both Male and Female,Both Adults and Juveniles,,61,Exposure Factor Datasets
Peromyscus maniculatus,Longevity,7,,,,,Male,Adult,,1,Exposure Factor Datasets
Peromyscus maniculatus,Population Density,0.28,mean density,,,,Both Male and Female,Both Adults and Juveniles,"Portal, Cochise County (elev. 1330 m)",74,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,21.4,,,,,Both Male and Female,Both Adults and Juveniles,"Portal, Cochise County (elev. 1330m)",74,Exposure Factor Datasets
Peromyscus maniculatus,Time of Mating/ Laying,late Nov. -late Apr.,,,,,Both Male and Female,Adult,"Taylor, Williamson County",Not Reported,Exposure Factor Datasets
Peromyscus maniculatus,Clutches or Litters per year,4,,,,,Female,Adult,"Taylor, Williamson County",110 litters,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.63,,0.25-1.67,,0.4,Male,Adult,"Edwin S. George Reserve, University of Michigan",70,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.51,,0.12-2.29,,0.4,Female,Adult,"Edwin S. George Reserve, University of Michigan",64,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.61,,0.08-1.37,,0.11,Male,Juvenile,"Edwin S. George Reserve, University of Michigan",10,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.64,,0.17-0.99,,0.9,Female,Juvenile,"Edwin S. George Reserve, University of Michigan",9,Exposure Factor Datasets
Peromyscus maniculatus,Metabolic Rate,0.1767,maximal oxygen consumption during exercise,,,0.0226 SD,Not Reported,Adult,,179,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.43,,0.14 - 1.03,,,Female,Adult,"Consolidation Coal Company test pit, Roundup",12,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.35,,,,,Female,Juvenile,"Consolidation Coal Company test pit, Roundup",8,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.51,,0.14 - 1.30,,,Male,Adult,"Consolidation Coal Company test pit, Roundup",8,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,1.03,,,,,Male,Adult,"Consolidation Coal Company test pit, Roundup",5,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.25,,,,,Male,Juvenile,"Consolidation Coal Company test pit, Roundup",4,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.02,area of subniven runway systems,0.005 - 0.05,,1.02 SE,Male,Adult,"eastern slope, Colorado Rocky Mountains (elev., 3120 m)",5,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.01,area of subniven runway systems,0.005 - 0.03,,0.36 SE,Female,Adult,"eastern slope, Colorado Rocky Mountains (elev., 3120 m)",5,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.03,,0.003 - 0.08,,0.54 SE,Male,Adult,"eastern slope, Colorado Rocky Mountains (elev., 3120 m)",18,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,0.02,,0.008 - 0.06,,0.55 SE,Female,Adult,"eastern slope, Colorado Rocky Mountains (elev., 3120 m)",9,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,31,mean distance of feeding or exploratory records from center of activity,,,,Both Male and Female,Adult,Missoula,10,Exposure Factor Datasets
Dipodomys merriami,Population Density,7.93,mean density,,,,Both Male and Female,Both Adults and Juveniles,"Portal, Cochise County (elev. 1330 m)",968,Exposure Factor Datasets
Dipodomys merriami,Body Weight - Mean,42.8,,,,,Both Male and Female,Both Adults and Juveniles,"Portal, Cochise County (elev. 1330 m)",968,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Population Density,,,0.4-9.2,,,Not Reported,Adult,"Edwin S. George Reserve, University of Michigan",Not Reported,Exposure Factor Datasets
Ensatina eschscholtzii,Home Range,17.3,average distance moved between recaptures,2.5 - 63.7,,,Female,Adult,Pinehurst Madrone Grove Park,13,Exposure Factor Datasets
Ensatina eschscholtzii,Home Range,32.8,average distance moved between recaptures,5.2 - 106.6,,,Male,Adult,Pinehurst Madrone Grove Park,17,Exposure Factor Datasets
Ensatina eschscholtzii,Population Density,,estimated maximum density,170 - 200,,,Both Male and Female,Adult,Pinehurst Madrone Grove Park,25,Exposure Factor Datasets
Ensatina eschscholtzii,Population Density,,estimated maximum density,600 - 700,,,Both Male and Female,Both Adults and Juveniles,Pinehurst Madrone Grove Park,Not Reported,Exposure Factor Datasets
Ensatina eschscholtzii,Clutches or Litters per year,1,,,,,Female,Adult,Pinehurst Madrone Grove Park,Not Reported,Exposure Factor Datasets
Ensatina eschscholtzii,Clutch or Litter Size,11,# large ovarian eggs/female,8 - 17,,,Female,Adult,Pinehurst Madrone Grove Park,26,Exposure Factor Datasets
Ensatina eschscholtzii,Growth Rate,see citation,figure of growth rates based on changes in snout-vent length,,,,Both Male and Female,Juvenile,Pinehurst Madrone Grove Park,Not Reported,Exposure Factor Datasets
Ensatina eschscholtzii,Longevity,,range of oldest individuals recorded,6 - 8,,,Both Male and Female,Adult,Pinehurst Madrone Grove Park,3,Exposure Factor Datasets
Ensatina eschscholtzii,Age at Sexual Maturity,,,3 - 4,,,Both Male and Female,Adult,Pinehurst Madrone Grove Park,Not Reported,Exposure Factor Datasets
Ensatina eschscholtzii,Dietary Composition,earthworm (1); sowbugs (14); amphipod (1); centipede (1); millipede (4); spiders (6); springtail (1); thysanuran (1); camel crickets (15); lepidopterous larva (1); dipteran (1); beetles (5); ant (1),number of each food item in stomachs,,,,Not Reported,Both Adults and Juveniles,Pinehurst Madrone Grove Park,27,Exposure Factor Datasets
Ensatina eschscholtzii,Body Weight - Mean,6,,5 - 7,,,Both Male and Female,Adult,Pinehurst Madrone Grove Park,9,Exposure Factor Datasets
Ensatina eschscholtzii,Duration of Incubation or Gestation,,,4 - 5,,,Female,Adult,Pinehurst Madrone Grove Park,Not Reported,Exposure Factor Datasets
Ensatina eschscholtzii,Time of Mating/ Laying,late spring - early summer,time of laying,,,,Female,Adult,Pinehurst Madrone Grove Park,Not Reported,Exposure Factor Datasets
Ensatina eschscholtzii,Time of Mating/ Laying,Oct. - Mar.,time of breeding,,,,Both Male and Female,Adult,Pinehurst Madrone Grove Park,Not Reported,Exposure Factor Datasets
Ensatina eschscholtzii,Time of Hatching or Parturition,fall - early winter,,,,,Not Reported,Embryo,Pinehurst Madrone Grove Park,Not Reported,Exposure Factor Datasets
Ensatina eschscholtzii,Dietary Composition,sowbug (1); centipede (1); millipede (6); spiders (7); wood ticks (2); scavenger mite (1); solpugid (1); springtails (5); worker termites (15); hemipteran (1); fly (1); beetles (11); ants (2),number of each food item in stomachs,,,,Not Reported,Both Adults and Juveniles,Madelia Canyon,8,Exposure Factor Datasets
Peromyscus maniculatus ssp. artemisiae,Clutch or Litter Size,6.2,based on embryo counts,4 - 7,,,Female,Adult,Grand Teton National Park,9,Exposure Factor Datasets
Peromyscus maniculatus ssp. artemisiae,Dietary Composition,green plant materials (3.0%); seed fragments (7.0%); arthropods (48.0%); other animal tissue (8.0%); unidentified (33%),% volume of stomach contents,,,,Both Male and Female,Both Adults and Juveniles,Grand Teton National Park,39,Exposure Factor Datasets
Peromyscus maniculatus,Population Density,,range of monthly estimates,7 - 27,,,Male,Adult,,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus,Population Density,,range of monthly estimates,8 - 30,,,Female,Adult,,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus,Survival/ Mortality,,"% survival to end of breeding season, range over 5 yrs",38.1 - 58.1,,,Female,Adult,"Kananaskis Valley, Alberta",15 - 43,Exposure Factor Datasets
Peromyscus maniculatus,Food Ingestion Rate,FI = 2.44 + 0.05 W,equation relating food intake (FI; g/d) to body weight (W; g),,,,Female,Adult,,42,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,1.65 (1d); 2.37 (4d); 3.59 (7d); 4.81 (10d); 5.88 (13d); 6.70 (16d); 7.39 (19d); 8.40 (22d),mean body weights for young of different ages (1-22d) from litter sizes of 2-7,,,,Both Male and Female,Juvenile,,40 litters,Exposure Factor Datasets
Peromyscus maniculatus,Body Fat (total or %),see citation,"figure of total fat content (% body mass) before, during and after torpor",,,,Not Reported,Not Reported,"captured in Walla Walla County, WA",24/group,Exposure Factor Datasets
Peromyscus maniculatus,Metabolic Rate,1.12,oxygen consumption at 10C during daily torpor,,,0.35 SD,Not Reported,Not Reported,"captured in Boulder County, CO",17,Exposure Factor Datasets
Peromyscus maniculatus,Metabolic Rate,4.23,oxygen consumption at 10C prior to torpor,,,0.44 SD,Not Reported,Not Reported,"captured in Boulder County, CO",17,Exposure Factor Datasets
Peromyscus maniculatus,Clutch or Litter Size,4.52,based on embryo counts,,,1.16 SD,Female,Adult,University of British Columbia Research Forest,57,Exposure Factor Datasets
Peromyscus maniculatus,Clutch or Litter Size,,range of mean litter sizes for 2 yrs; based on embryo counts,5.4 - 5.7,,,Female,Adult,"San Juan Mountains (elev., 3200 m)",7 - 8 litters,Exposure Factor Datasets
Peromyscus maniculatus,Survival/ Mortality,67,survival of juveniles to an age of 4 wks,,,,Both Male and Female,Juvenile,"San Juan Mountains (elev., 3200 m)",19 - 23 litters,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Duration of Incubation or Gestation,,,23 - 26,,,Female,Adult,,19,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Age at Sexual Maturity,60,youngest age at conception,,,,Male,Adult,"captured in Alberta, Canada",Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Age at Sexual Maturity,35,youngest age at conception,,,,Female,Adult,"captured in Alberta, Canada",Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Duration of Incubation or Gestation,29.5,duration of postpartum gestation,24 - 35,,1.4 SE,Female,Adult,"captured in Alberta, Canada",8,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Duration of Incubation or Gestation,25.5,mean of 10 shortest times,23 - 26,,0.3 SE,Female,Adult,"captured in Alberta, Canada",10,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Clutch or Litter Size,5.14,litter size at parturition,1 - 8,,0.14 SE,Female,Adult,"captured in Alberta, Canada",104,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Body Weight - Mean,1.95,,,,0.02 SE,Not Reported,Neonate,,257,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,"Age at Fledging, Metamorphosis, Weaning",19.2,mean age at physiological independence,,,,Not Reported,Juvenile,,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Growth Rate,,"range of mean growth estimated at ages 0,3,6,9,12,15 d",0.30 - 0.43,,,Not Reported,Juvenile,,160 - 257/time,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Growth Rate,0.95,mean growth,,,,Not Reported,Juvenile,,156,Exposure Factor Datasets
