Animal Name,Chemical,Endpoint Value,Endpoint Description,Range,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type
Zalophus californianus (California Sea Lion),MANGANESE COMPOUNDS,0.31 ± 0.06 µg/g ww,Kidney concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),NICKEL (elemental),3.31 ± 1.69 µg/g ww,Kidney concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),LEAD (elemental),0.03 ± 0.01 µg/g ww,Kidney concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),SELENIUM (elemental),< LOD µg/g ww,Kidney concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),ZINC (elemental),3.82 ± 2.44 µg/g ww,Kidney concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),ALUMINUM COMPOUNDS,0.96 ± 0.63 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),ARSENIC (elemental),< LOD µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),CADMIUM (elemental),0.54 ± 0.31 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),CHROMIUM (elemental),0.04 ± 0.05 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),COPPER (elemental),2.13 ± 1.95 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),IRON (elemental),297.60 ± 43.16 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),MERCURY (elemental),0.04 ± 0.02 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),MANGANESE COMPOUNDS,1.42 ± 0.40 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),NICKEL (elemental),3.98 ± 3.13 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),LEAD (elemental),0.03 ± 0.02 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),SELENIUM (elemental),0.46 ± 0.34 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),ZINC (elemental),4.04 ± 1.85 µg/g ww,Liver concentration,,B,Both Adults and Juveniles,Samandağ & Dörtyol,3,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),ALUMINUM COMPOUNDS,Review,Blood concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),ALUMINUM COMPOUNDS,Review,Blood concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),CADMIUM (elemental),Review,Blood concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),CADMIUM (elemental),Review,Blood concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),CADMIUM (elemental),Review,Kidney concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),CADMIUM (elemental),Review,Liver concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Zalophus californianus (California Sea Lion),COPPER (elemental),Review,Blood concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Canis latrans (Coyote),COPPER (elemental),Review,Liver concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Canis latrans (Coyote),ZINC (elemental),,Blood concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,,Toxicity Factor Datasets
Canis latrans (Coyote),ZINC (elemental),,Blood concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,,Toxicity Factor Datasets
Canis latrans (Coyote),ZINC (elemental),,Kidney concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,,Toxicity Factor Datasets
Canis latrans (Coyote),ZINC (elemental),,Liver concentration,,NR,Not Reported,,,NR,TOX-EXP IND - accumulation,,,Toxicity Factor Datasets
Canis latrans (Coyote),MERCURY (elemental),0.81 ± 0.50 µg/g dw,Feather concentration,,B,Nestling,Georgia & South Carolina,10,NR,TOX-EXP IND - accumulation,,Environmental Contamination,Toxicity Factor Datasets
Canis latrans (Coyote),METHYLMERCURY,"Review, see citation Figure 2",Egg concentration,,,Embryo,,Not reported,NR,TOX-EXP IND - accumulation,,,Toxicity Factor Datasets
Canis latrans (Coyote),"DDD (2,4'-)",0.16 ppm ww,Egg concentration,,,Embryo,Blackfoot Reservoir,6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Canis latrans (Coyote),"DDT (2,4'-)",0.47 ppm ww,Egg concentration,,,Embryo,Blackfoot Reservoir,6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MIREX,Not detected,Egg concentration,,,Embryo,Blackfoot Reservoir,,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),PCB,0.08 ppm ww,Egg concentration,,,Embryo,Blackfoot Reservoir,1,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),"DDE (2,4'-)",4.2 ppm ww,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),"DDD (2,4'-)",0.12 ppm ww,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),"DDT (2,4'-)",0.46 ppm ww,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),DIELDRIN,0.02 ppm ww,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,2,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),HEPTACHLOR EPOXIDE,0.03 ppm ww,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,1,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),OXYCHLORDANE,0.02 ppm ww,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,1,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),CIS-CHLORDANE,0.03 ppm ww,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,1,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),CIS-NONACHLOR,Not detected,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),ENDRIN,Not detected,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),TOXAPHENE (POLYCHLORINATED CAMPHENES),0.04 ppm ww,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,1,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),HEXACHLOROBENZENE,Not detected,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MIREX,Not detected,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),PCB,0.19 ppm ww,Egg concentration,,,Embryo,Minidoka National Wildlife Refuge,3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),"DDE (2,4'-)","<5 ppm: 4, >5 ppm: 5 eggs/nest",Clutch size relative to DDE concentration,,,Embryo,,10,,TOX-REPRO - reproductive success,,,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),,"<5 ppm: 81%, >5 ppm: 48%",Hatching success,,,Embryo,,"<5 ppm:27, >5 ppm: 29 eggs",,TOX-REPRO - reproductive success,,,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),,"<5 ppm: 95%, >5 ppm: 86%",Young survived 7-10 days,,,Embryo,,"<5 ppm:27, >5 ppm: 29 eggs",,TOX-REPRO - reproductive success,,,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),,"<5 ppm: 0.232, >5 ppm: 0.201 mm",,,,Embryo,,"<5 ppm:27, >5 ppm: 29 eggs",,TOX-REPRO - physiology,,,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"1997: 0.60, 1998: 1.20 µg/g ww",Stomach concentration,,,Both Adults and Juveniles,Lahontan Reservoir,"1997: 4, 1998: 6",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),METHYLMERCURY,"1997: 0.53, 1998: 1.12 µg/g ww",Stomach concentration,,,Both Adults and Juveniles,Lahontan Reservoir,"1997: 4, 1998: 6",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"1997: 0.31, 1998: 0.61 µg/g ww",Stomach concentration,,,Both Adults and Juveniles,Carson Lake,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),METHYLMERCURY,"1997: 0.28, 1998: 0.43 µg/g ww",Stomach concentration,,,Both Adults and Juveniles,Carson Lake,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"LCRS: 43.65, reference site: 7.92 µg/g ww",Liver concentration,,,Adult,LCRS: Carson Lake & Lahontan Reservoir; Reference site: Ruby Lake & Humboldt River,"LCRS: 6, reference: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"LCRS: 43.65, reference site: 7.92 µg/g ww",Liver concentration,,,Nestling,LCRS: Carson Lake & Lahontan Reservoir; Reference site: Ruby Lake & Humboldt River,"LCRS: 6, reference: 7",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"LCRS: 11.12, reference site: 3.13 µg/g ww",Kidney concentration,,,Adult,LCRS: Carson Lake & Lahontan Reservoir; Reference site: Ruby Lake & Humboldt River,"LCRS: 6, reference: 3",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"LCRS: 2.74, reference site: 0.40 µg/g ww",Kidney concentration,,,Nestling,LCRS: Carson Lake & Lahontan Reservoir; Reference site: Ruby Lake & Humboldt River,"LCRS: 6, reference: 7",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"LCRS: 2.30, reference site: 0.90 µg/g ww",Brain concentration,,,Adult,LCRS: Carson Lake & Lahontan Reservoir; Reference site: Ruby Lake & Humboldt River,"LCRS: 6, reference: 3",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"LCRS: 0.70, reference site: 0.10 µg/g ww",Brain concentration,,,Nestling,LCRS: Carson Lake & Lahontan Reservoir; Reference site: Ruby Lake & Humboldt River,"LCRS: 6, reference: 4",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"LCRS: 5.86, reference site: 3.13 µg/g ww",Blood concentration,,,Adult,LCRS: Carson Lake & Lahontan Reservoir; Reference site: Ruby Lake & Humboldt River,"LCRS: 5, reference: 3",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"LCRS: 2.67, reference site: 0.30 µg/g ww",Blood concentration,,,Nestling,LCRS: Carson Lake & Lahontan Reservoir; Reference site: Ruby Lake & Humboldt River,"LCRS: 6, reference: 4",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"LCRS: 30.64, reference site: 7.77 µg/g ww",Feather concentration,,,Nestling,LCRS: Carson Lake & Lahontan Reservoir; Reference site: Ruby Lake & Humboldt River,"LCRS:14, reference: 14",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Peromyscus maniculatus (Deer Mouse),MERCURY COMPOUNDS,"LCRS: 0.54, reference site: 0.17 µg/g ww",Egg concentration,,,Embryo,LCRS: Carson Lake & Lahontan Reservoir; Reference site: Ruby Lake & Humboldt River,"LCRS: 26, reference: 42",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MERCURY COMPOUNDS,"2002: 2.41, 2003: 2.04, 2004: 1.66 g",Brain weight,,NR,Nestling,Lahontan Reservoir,"2002: 2, 2003: 7, 2004: 5",NR,TOX-Non-Repro-Sublethal - organ/system effects,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MERCURY COMPOUNDS,"2002: 2.34, 2003: 2.36, 2004: 2.32 g",Brain weight,,NR,Nestling,Humboldt River,"2002: 9, 2003: 7, 2004: 5",NR,TOX-Non-Repro-Sublethal - organ/system effects,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MERCURY COMPOUNDS,"2002: 2.70, 2003: 3.06, 2004: 2.40 µg/g ww",Liver concentration,,NR,Nestling,Lahontan Reservoir,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MERCURY COMPOUNDS,"2002: 0.82, 2003: 0.86, 2004: 0.76 µg/g ww",Liver concentration,,NR,Nestling,Humboldt River,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),METHYLMERCURY,"2002: 2.35, 2003: 2.63, 2004: 2.01 µg/g ww",Liver concentration,,NR,Nestling,Lahontan Reservoir,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),METHYLMERCURY,"2002: 0.68, 2003: 0.74, 2004: 0.59 µg/g ww",Liver concentration,,NR,Nestling,Humboldt River,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MERCURY COMPOUNDS,"2002: 1.87, 2003: 2.46, 2004: 1.78 µg/g ww",Kidney concentration,,NR,Nestling,Lahontan Reservoir,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MERCURY COMPOUNDS,"2002: 0.61, 2003: 0.64, 2004: 0.55 µg/g ww",Kidney concentration,,NR,Nestling,Humboldt River,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),METHYLMERCURY,"2002: 1.65, 2003: 1.90, 2004: 1.47 µg/g ww",Kidney concentration,,NR,Nestling,Lahontan Reservoir,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),METHYLMERCURY,"2002: 0.52, 2003: 0.57, 2004: 0.50 µg/g ww",Kidney concentration,,NR,Nestling,Humboldt River,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MERCURY COMPOUNDS,"2002: 0.93, 2003: 0.93, 2004: 0.70 µg/g ww",Brain concentration,,NR,Nestling,Lahontan Reservoir,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MERCURY COMPOUNDS,"2002: 0.23, 2003: 0.23, 2004: 0.19 µg/g ww",Brain concentration,,NR,Nestling,Humboldt River,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MERCURY COMPOUNDS,"2002: 20.45, 2003: 36.38 µg/g ww",Feather concentration,,NR,Nestling,Lahontan Reservoir,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MERCURY COMPOUNDS,"2002: 6.66, 2003: 8.50 µg/g ww",Feather concentration,,NR,Nestling,Humboldt River,"2002: 9, 2003: 7, 2004: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),PCB,2.49 µg/g ww,Egg concentration,,NR,Embryo,Mallard Slough,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),PCB,"1982: 3.32, 1989: 1.23, 1990: 5.38 µg/g ww",Egg concentration,,NR,Embryo,Bair Island,"1982: 10, 1989: 5, 1990: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),PCB,"1989: 2.19, 1990: 0.792, 1991: 1.55",Egg concentration,,NR,Embryo,W. Marin Island,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),PCB,0.185 µg/g ww,Egg concentration,,NR,Embryo,S. Wilbur Flood Area,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),"DDE (4,4'-)",0.925 µg/g ww,Egg concentration,,NR,Embryo,Mallard Slough,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),"DDE (4,4'-)","1982: 2.04, 1989: 1.71, 1990: 1.88  µg/g ww",Egg concentration,,NR,Embryo,Bair Island,"1982: 10, 1989: 5, 1990: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),"DDE (4,4'-)","1989: 1.86, 1990: 0.824, 1991: 1.17 µg/g ww",Egg concentration,,NR,Embryo,W. Marin Island,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),"DDE (4,4'-)",3.01 µg/g ww,Egg concentration,,NR,Embryo,S. Wilbur Flood Area,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),,"MS-90: 0.0092, BI-89: 0.0168, BI-09: 0.0342, WM-89: not detected, WM-90: not detected, WM-91: 0.0264, SW-91: 0.0120 µg/g ww",Egg concentration,,NR,Embryo,"MS: Mallard Slough, Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area",5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),OXYCHLORDANE,"MS-90: 0.0355, BI-82: 0.109, BI-89: 0.0153, BI-90: 0.0549, WM-89: 0.0241, WM-90: 0.0306, WM-91: 0.0204, SW-91: 0.0167  µg/g ww",Egg concentration,,NR,Embryo,"MS: Mallard Slough, Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area","BI-82: 10, others: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),HEPTACHLOR EPOXIDE,"MS-90: 0.0160, BI-82: not detected, BI-89: 0.0170, BI-90: 0.0242, WM-89: 0.0151, WM-90: 0.0132, WM-91: 0.0146, SW-91: 0.0110  µg/g ww",Egg concentration,,NR,Embryo,"MS: Mallard Slough, Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area","BI-82: 10, others: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),TRANS-NONACHLOR,"MS-90: 0.0744, BI-82: 0.151, BI-89: 0.0290, BI-90: 0.166, WM-89: 0.0657, WM-90: 0.0677, WM-91: 0.0352, SW-91: 0.366  µg/g ww",Egg concentration,,NR,Embryo,"MS: Mallard Slough, Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area","BI-82: 10, others: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),CIS-NONACHLOR,"MS-90: 0.0233, BI-82: 0.103, BI-89: not detected, BI-90: 0.114, WM-91: not detected, SW-91: not detected µg/g ww",Egg concentration,,NR,Embryo,"MS: Mallard Slough, Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area","BI-82: 10, others: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),DIELDRIN,"MS-90: 0.0258, BI-82: 0.0926, BI-89: 0.0270, BI-90: 0.0661, WM-89: 0.0308 WM-90: 0.0204, WM-91: 0.00887, SW-91: 0.0275 µg/g ww",Egg concentration,,NR,Embryo,"MS: Mallard Slough, Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area","BI-82: 10, others: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),"DDD (4,4'-)","MS-90:0.0222, BI-82: 0.246, BI-89: 0.0180, BI-90: 0.0473, WM-89: 0.0168, WM-90: 0.0098, SW-91: 0.0683 µg/g ww",Egg concentration,,NR,Embryo,"MS: Mallard Slough, Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area","BI-82: 10, others: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),"DDT (4,4'-)","MS-90: 0.0122, BI-89: 0.0282, BI-90: 0.0506, WM-89: 0.0185, WM-90: 0.0236, SW-91: 0.0572 µg/g ww",Egg concentration,,NR,Embryo,"MS: Mallard Slough, Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area","BI-82: 10, others: 5",NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),BORON COMPOUNDS,"BI-89: 0.408, WM-89: 0.395, WM-91: 0.859, SW-91: 1.29 µg/g ww",Egg concentration,,NR,Embryo,"Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area",5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),BARIUM (elemental),"BI-89: 0.259, WM-89: 0.351, SW-91: 0.823 µg/g ww",Egg concentration,,NR,Embryo,"Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area",5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),CHROMIUM (elemental),"BI-89: 0.849, WM-89: 0.813 µg/g ww",Egg concentration,,NR,Embryo,"Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area",5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),COPPER (elemental),"BI-89: 7.16, WM-89: 7.10, WM-91: 7.12, SW-91: 6.21 µg/g ww",Egg concentration,,NR,Embryo,"Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area",5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),IRON (elemental),"BI-89: 119.0, WM-89: 121.0, WM-91: 135.0, SW-91: 141.0 µg/g ww",Egg concentration,,NR,Embryo,"Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area",5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MAGNESIUM COMPOUNDS,"BI-89: 549, WM-89: 623, WM-91: 597, SW-91: 643 µg/g ww",Egg concentration,,NR,Embryo,"Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area",5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Enhydra lutris (Sea Otter),MANGANESE COMPOUNDS,"BI-89: 2.43, WM-89: 3.07, WM-91: 4.54, SW-91: 2.43 µg/g ww",Egg concentration,,NR,Embryo,"Bair Island, WM: West Marin Island, SW: South Wilbur Flood Area",5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
